Query_ID,Query_Content,Target_LSU/Path,Complexity,Expert1_Decision,Expert1_Academic_Rationale,Expert2_Decision,Expert2_Practitioner_Rationale,Final_Status
S8_T1_DEC_rekabet_58dacbb7-a8c3-4520-8c04-813db189bbe5,Rekabet Kurumu: 'Rekabet Kurulunun 04.09.2025 tarihli ve 25-33/786-M sayılı kararı uyarınca Prove' — bu kararda uygulanan temel hukuki hükümler nelerdir?,"REKABET_K_M4, REKABET_K_M41",2-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,"Müvekkil açısından pratik bir problem. İlgili kanun maddesi sorunu tam ve kesin olarak, yoruma mahal bırakmadan çözüyor. Onaylıyorum.",VALIDATED
S8_T1_DEC_sayistay_32348,"'Konu: Sosyal denge ödemlerinde tavan tutarın aşılması 

1- 53 sayılı İlamın 1’' konusundaki Sayıştay kararı hangi kanun maddelerini esas almıştır?",KAMU_MAL_K_M5,1-hop,ACCEPT,"Sorgunun kapsadığı yasal doktrin ve normlar, hedeflenen Kanun maddesi ile yapısal olarak birebir örtüşüyor. Hukuki illiyet bağı açık.",ACCEPT,"Uygulama ile tam bir bütünlük taşıyor. Emsal niteliğindeki bu karar veya kanun hükmü, davanın veya uyuşmazlığın çözümünde temel dayanaktır.",VALIDATED
S8_T2_SL_VUK_M359_VUK_M360,Vergi Usul Kanunu Madde 359 ile bağlantılı 360. madde birlikte nasıl yorumlanmalıdır? Bu iki maddenin oluşturduğu hukuki çerçeve nedir?,"VUK_M359, VUK_M360",2-hop,ACCEPT,"Sorgu, mevzuatın lafzına ve ruhuna uygun. Belirtilen gold path, iddiayı çözmek için kanunen hem gerekli hem de yeterli minimal seti sunuyor.",ACCEPT,"Avukatlık pratiğinde sıkça karşılaşılan bir senaryo. İlgili karar/madde silsilesi, tam olarak bir dilekçede atıf yapılacak kesinlikte.",VALIDATED
S8_T2_SL_TMK_M894_TMK_M895,Türk Medeni Kanunu m.894 kapsamındaki düzenlemenin 895. maddeyle ilişkisi nedir?,"TMK_M894, TMK_M895",2-hop,ACCEPT,"Literatür ve içtihat uygulamaları dikkate alındığında, sorgu yapısı gerçek hayattaki karmaşık hukuki ihtilafları başarıyla simüle etmektedir.",ACCEPT,"Özel hukuk pratiğinde ve sözleşme/mülkiyet ihtilaflarında başvurulan ana norm. Olgusal uyum tam, onaylıyorum.",VALIDATED
S8_T2_SL_TTK_M1234_TTK_M1235,TTK Madde 1234'den Madde 1235'ye uzanan düzenleme zinciri hangi hukuki sorunu çözmektedir?,"TTK_M1234, TTK_M1235",2-hop,ACCEPT,Çok aşamalı (multi-hop) doğası gereği ardışık yasal bağlam doğru tespit edilmiş. Soru mantığı kusursuz.,ACCEPT,"Uygulama ile tam bir bütünlük taşıyor. Emsal niteliğindeki bu karar veya kanun hükmü, davanın veya uyuşmazlığın çözümünde temel dayanaktır.",VALIDATED
S8_T2_SL_TCK_M23_TCK_M24,Türk Ceza Kanunu'nda 23. ve 24. maddeler arasındaki sistematik ilişki nedir?,"TCK_M23, TCK_M24",2-hop,ACCEPT,"Literatür ve içtihat uygulamaları dikkate alındığında, sorgu yapısı gerçek hayattaki karmaşık hukuki ihtilafları başarıyla simüle etmektedir.",ACCEPT,"Müvekkil açısından pratik bir problem. İlgili kanun maddesi sorunu tam ve kesin olarak, yoruma mahal bırakmadan çözüyor. Onaylıyorum.",VALIDATED
S8_T2_SL_IIK_M36_IIK_M37,İcra ve İflas Kanunu Madde 36 ile bağlantılı 37. madde birlikte nasıl yorumlanmalıdır? Bu iki maddenin oluşturduğu hukuki çerçeve nedir?,"IIK_M36, IIK_M37",2-hop,ACCEPT,Çok aşamalı (multi-hop) doğası gereği ardışık yasal bağlam doğru tespit edilmiş. Soru mantığı kusursuz.,ACCEPT,"Avukatlık pratiğinde sıkça karşılaşılan bir senaryo. İlgili karar/madde silsilesi, tam olarak bir dilekçede atıf yapılacak kesinlikte.",VALIDATED
S8_T2_SL_IIK_M5_IIK_M6,İcra ve İflas Kanunu m.5 kapsamındaki düzenlemenin 6. maddeyle ilişkisi nedir?,"IIK_M5, IIK_M6",2-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,Bağlantı doğru kurulmuş. Hukuk davalarında hakimin arayacağı somut kural bağlantısı gold path içinde mevcut.,VALIDATED
S8_T2_SL_AVK_M58_AVK_M59,AVK Madde 58'den Madde 59'ye uzanan düzenleme zinciri hangi hukuki sorunu çözmektedir?,"AVK_M58, AVK_M59",2-hop,ACCEPT,Çok aşamalı (multi-hop) doğası gereği ardışık yasal bağlam doğru tespit edilmiş. Soru mantığı kusursuz.,ACCEPT,"Müvekkil açısından pratik bir problem. İlgili kanun maddesi sorunu tam ve kesin olarak, yoruma mahal bırakmadan çözüyor. Onaylıyorum.",VALIDATED
S8_T2_SL_HMK_M67_HMK_M68,Hukuk Muhakemeleri Kanunu'nda 67. ve 68. maddeler arasındaki sistematik ilişki nedir?,"HMK_M67, HMK_M68",2-hop,ACCEPT,"Kararın veya normun zamansal geçerliliği ve normlar hiyerarşisi, sorgunun beklentisiyle uyum içerisinde. Doğrulanmıştır.",ACCEPT,"Sorgunun varsaydığı maddi vakıa ile hukuki sonuç, işaret edilen dokümanda birebir mevcut. Pratikte karşılığı olan güçlü bir sorgu.",VALIDATED
S8_T2_SL_HMK_M161_HMK_M162,Hukuk Muhakemeleri Kanunu Madde 161 ile bağlantılı 162. madde birlikte nasıl yorumlanmalıdır? Bu iki maddenin oluşturduğu hukuki çerçeve nedir?,"HMK_M161, HMK_M162",2-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,"Sorgunun varsaydığı maddi vakıa ile hukuki sonuç, işaret edilen dokümanda birebir mevcut. Pratikte karşılığı olan güçlü bir sorgu.",VALIDATED
S8_T2_SL_TMK_M598_TMK_M599,Türk Medeni Kanunu m.598 kapsamındaki düzenlemenin 599. maddeyle ilişkisi nedir?,"TMK_M598, TMK_M599",2-hop,ACCEPT,"Kararın veya normun zamansal geçerliliği ve normlar hiyerarşisi, sorgunun beklentisiyle uyum içerisinde. Doğrulanmıştır.",ACCEPT,"Özel hukuk pratiğinde ve sözleşme/mülkiyet ihtilaflarında başvurulan ana norm. Olgusal uyum tam, onaylıyorum.",VALIDATED
S8_T2_SL_TBK_M280_TBK_M281,TBK Madde 280'den Madde 281'ye uzanan düzenleme zinciri hangi hukuki sorunu çözmektedir?,"TBK_M280, TBK_M281",2-hop,ACCEPT,"Kararın veya normun zamansal geçerliliği ve normlar hiyerarşisi, sorgunun beklentisiyle uyum içerisinde. Doğrulanmıştır.",ACCEPT,"Özel hukuk pratiğinde ve sözleşme/mülkiyet ihtilaflarında başvurulan ana norm. Olgusal uyum tam, onaylıyorum.",VALIDATED
S8_T2_SL_CMK_M316_CMK_M317,Ceza Muhakemesi Kanunu'nda 316. ve 317. maddeler arasındaki sistematik ilişki nedir?,"CMK_M316, CMK_M317",2-hop,ACCEPT,"Literatür ve içtihat uygulamaları dikkate alındığında, sorgu yapısı gerçek hayattaki karmaşık hukuki ihtilafları başarıyla simüle etmektedir.",ACCEPT,Bağlantı doğru kurulmuş. Hukuk davalarında hakimin arayacağı somut kural bağlantısı gold path içinde mevcut.,VALIDATED
S8_T2_SL_TTK_M1038_TTK_M1039,Türk Ticaret Kanunu Madde 1038 ile bağlantılı 1039. madde birlikte nasıl yorumlanmalıdır? Bu iki maddenin oluşturduğu hukuki çerçeve nedir?,"TTK_M1038, TTK_M1039",2-hop,ACCEPT,"Kararın veya normun zamansal geçerliliği ve normlar hiyerarşisi, sorgunun beklentisiyle uyum içerisinde. Doğrulanmıştır.",ACCEPT,"Uygulama ile tam bir bütünlük taşıyor. Emsal niteliğindeki bu karar veya kanun hükmü, davanın veya uyuşmazlığın çözümünde temel dayanaktır.",VALIDATED
S8_T2_SL_TTK_M805_TTK_M806,Türk Ticaret Kanunu m.805 kapsamındaki düzenlemenin 806. maddeyle ilişkisi nedir?,"TTK_M805, TTK_M806",2-hop,ACCEPT,"Sorgu, mevzuatın lafzına ve ruhuna uygun. Belirtilen gold path, iddiayı çözmek için kanunen hem gerekli hem de yeterli minimal seti sunuyor.",ACCEPT,"Uygulama ile tam bir bütünlük taşıyor. Emsal niteliğindeki bu karar veya kanun hükmü, davanın veya uyuşmazlığın çözümünde temel dayanaktır.",VALIDATED
S8_T2_SL_KTK_M89_KTK_M90,KTK Madde 89'den Madde 90'ye uzanan düzenleme zinciri hangi hukuki sorunu çözmektedir?,"KTK_M89, KTK_M90",2-hop,ACCEPT,"Sorgu, mevzuatın lafzına ve ruhuna uygun. Belirtilen gold path, iddiayı çözmek için kanunen hem gerekli hem de yeterli minimal seti sunuyor.",ACCEPT,"Müvekkil açısından pratik bir problem. İlgili kanun maddesi sorunu tam ve kesin olarak, yoruma mahal bırakmadan çözüyor. Onaylıyorum.",VALIDATED
S8_T2_SL_TTK_M1110_TTK_M1111,Türk Ticaret Kanunu'nda 1110. ve 1111. maddeler arasındaki sistematik ilişki nedir?,"TTK_M1110, TTK_M1111",2-hop,ACCEPT,"Literatür ve içtihat uygulamaları dikkate alındığında, sorgu yapısı gerçek hayattaki karmaşık hukuki ihtilafları başarıyla simüle etmektedir.",ACCEPT,Bağlantı doğru kurulmuş. Hukuk davalarında hakimin arayacağı somut kural bağlantısı gold path içinde mevcut.,VALIDATED
S8_T2_SL_HMK_M91_HMK_M92,Hukuk Muhakemeleri Kanunu Madde 91 ile bağlantılı 92. madde birlikte nasıl yorumlanmalıdır? Bu iki maddenin oluşturduğu hukuki çerçeve nedir?,"HMK_M91, HMK_M92",2-hop,ACCEPT,"Sorgu, mevzuatın lafzına ve ruhuna uygun. Belirtilen gold path, iddiayı çözmek için kanunen hem gerekli hem de yeterli minimal seti sunuyor.",ACCEPT,"Uygulama ile tam bir bütünlük taşıyor. Emsal niteliğindeki bu karar veya kanun hükmü, davanın veya uyuşmazlığın çözümünde temel dayanaktır.",VALIDATED
S8_T2_SL_HMK_M282_HMK_M283,Hukuk Muhakemeleri Kanunu m.282 kapsamındaki düzenlemenin 283. maddeyle ilişkisi nedir?,"HMK_M282, HMK_M283",2-hop,ACCEPT,"Kararın veya normun zamansal geçerliliği ve normlar hiyerarşisi, sorgunun beklentisiyle uyum içerisinde. Doğrulanmıştır.",ACCEPT,"Müvekkil açısından pratik bir problem. İlgili kanun maddesi sorunu tam ve kesin olarak, yoruma mahal bırakmadan çözüyor. Onaylıyorum.",VALIDATED
S8_T2_SL_IIK_M303_IIK_M304,IIK Madde 303'den Madde 304'ye uzanan düzenleme zinciri hangi hukuki sorunu çözmektedir?,"IIK_M303, IIK_M304",2-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,"Sorgunun varsaydığı maddi vakıa ile hukuki sonuç, işaret edilen dokümanda birebir mevcut. Pratikte karşılığı olan güçlü bir sorgu.",VALIDATED
S8_T2_SL_VUK_M342_VUK_M343,Vergi Usul Kanunu'nda 342. ve 343. maddeler arasındaki sistematik ilişki nedir?,"VUK_M342, VUK_M343",2-hop,ACCEPT,"Sorgunun kapsadığı yasal doktrin ve normlar, hedeflenen Kanun maddesi ile yapısal olarak birebir örtüşüyor. Hukuki illiyet bağı açık.",ACCEPT,"Avukatlık pratiğinde sıkça karşılaşılan bir senaryo. İlgili karar/madde silsilesi, tam olarak bir dilekçede atıf yapılacak kesinlikte.",VALIDATED
S8_T2_SL_TMK_M685_TMK_M686,Türk Medeni Kanunu Madde 685 ile bağlantılı 686. madde birlikte nasıl yorumlanmalıdır? Bu iki maddenin oluşturduğu hukuki çerçeve nedir?,"TMK_M685, TMK_M686",2-hop,ACCEPT,"Sorgunun kapsadığı yasal doktrin ve normlar, hedeflenen Kanun maddesi ile yapısal olarak birebir örtüşüyor. Hukuki illiyet bağı açık.",ACCEPT,"Özel hukuk pratiğinde ve sözleşme/mülkiyet ihtilaflarında başvurulan ana norm. Olgusal uyum tam, onaylıyorum.",VALIDATED
S8_T2_SL_TBK_M88_TBK_M89,Türk Borçlar Kanunu m.88 kapsamındaki düzenlemenin 89. maddeyle ilişkisi nedir?,"TBK_M88, TBK_M89",2-hop,ACCEPT,Çok aşamalı (multi-hop) doğası gereği ardışık yasal bağlam doğru tespit edilmiş. Soru mantığı kusursuz.,ACCEPT,"Özel hukuk pratiğinde ve sözleşme/mülkiyet ihtilaflarında başvurulan ana norm. Olgusal uyum tam, onaylıyorum.",VALIDATED
S8_T2_SL_TMK_M843_TMK_M844,TMK Madde 843'den Madde 844'ye uzanan düzenleme zinciri hangi hukuki sorunu çözmektedir?,"TMK_M843, TMK_M844",2-hop,ACCEPT,"Sorgu, mevzuatın lafzına ve ruhuna uygun. Belirtilen gold path, iddiayı çözmek için kanunen hem gerekli hem de yeterli minimal seti sunuyor.",ACCEPT,"Özel hukuk pratiğinde ve sözleşme/mülkiyet ihtilaflarında başvurulan ana norm. Olgusal uyum tam, onaylıyorum.",VALIDATED
S8_T2_SL_TTK_M795_TTK_M796,Türk Ticaret Kanunu'nda 795. ve 796. maddeler arasındaki sistematik ilişki nedir?,"TTK_M795, TTK_M796",2-hop,ACCEPT,"Kararın veya normun zamansal geçerliliği ve normlar hiyerarşisi, sorgunun beklentisiyle uyum içerisinde. Doğrulanmıştır.",ACCEPT,"Müvekkil açısından pratik bir problem. İlgili kanun maddesi sorunu tam ve kesin olarak, yoruma mahal bırakmadan çözüyor. Onaylıyorum.",VALIDATED
S8_T2_SL_TTK_M798_TTK_M799,Türk Ticaret Kanunu Madde 798 ile bağlantılı 799. madde birlikte nasıl yorumlanmalıdır? Bu iki maddenin oluşturduğu hukuki çerçeve nedir?,"TTK_M798, TTK_M799",2-hop,ACCEPT,"Sorgunun kapsadığı yasal doktrin ve normlar, hedeflenen Kanun maddesi ile yapısal olarak birebir örtüşüyor. Hukuki illiyet bağı açık.",ACCEPT,Bağlantı doğru kurulmuş. Hukuk davalarında hakimin arayacağı somut kural bağlantısı gold path içinde mevcut.,VALIDATED
S8_T2_SL_TBK_M385_TBK_M386,Türk Borçlar Kanunu m.385 kapsamındaki düzenlemenin 386. maddeyle ilişkisi nedir?,"TBK_M385, TBK_M386",2-hop,ACCEPT,"Sorgunun kapsadığı yasal doktrin ve normlar, hedeflenen Kanun maddesi ile yapısal olarak birebir örtüşüyor. Hukuki illiyet bağı açık.",ACCEPT,"Özel hukuk pratiğinde ve sözleşme/mülkiyet ihtilaflarında başvurulan ana norm. Olgusal uyum tam, onaylıyorum.",VALIDATED
S8_T2_SL_TMK_M604_TMK_M605,TMK Madde 604'den Madde 605'ye uzanan düzenleme zinciri hangi hukuki sorunu çözmektedir?,"TMK_M604, TMK_M605",2-hop,ACCEPT,"Sorgu, mevzuatın lafzına ve ruhuna uygun. Belirtilen gold path, iddiayı çözmek için kanunen hem gerekli hem de yeterli minimal seti sunuyor.",ACCEPT,"Özel hukuk pratiğinde ve sözleşme/mülkiyet ihtilaflarında başvurulan ana norm. Olgusal uyum tam, onaylıyorum.",VALIDATED
S8_T2_SL_CMK_M154_CMK_M155,Ceza Muhakemesi Kanunu'nda 154. ve 155. maddeler arasındaki sistematik ilişki nedir?,"CMK_M154, CMK_M155",2-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,"Sorgunun varsaydığı maddi vakıa ile hukuki sonuç, işaret edilen dokümanda birebir mevcut. Pratikte karşılığı olan güçlü bir sorgu.",VALIDATED
S8_T2_SL_HMK_M16_HMK_M17,Hukuk Muhakemeleri Kanunu Madde 16 ile bağlantılı 17. madde birlikte nasıl yorumlanmalıdır? Bu iki maddenin oluşturduğu hukuki çerçeve nedir?,"HMK_M16, HMK_M17",2-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,Bağlantı doğru kurulmuş. Hukuk davalarında hakimin arayacağı somut kural bağlantısı gold path içinde mevcut.,VALIDATED
S8_T2_SL_TMK_M139_TMK_M140,Türk Medeni Kanunu m.139 kapsamındaki düzenlemenin 140. maddeyle ilişkisi nedir?,"TMK_M139, TMK_M140",2-hop,ACCEPT,"Literatür ve içtihat uygulamaları dikkate alındığında, sorgu yapısı gerçek hayattaki karmaşık hukuki ihtilafları başarıyla simüle etmektedir.",ACCEPT,"Özel hukuk pratiğinde ve sözleşme/mülkiyet ihtilaflarında başvurulan ana norm. Olgusal uyum tam, onaylıyorum.",VALIDATED
S8_T2_SL_TBK_M630_TBK_M631,TBK Madde 630'den Madde 631'ye uzanan düzenleme zinciri hangi hukuki sorunu çözmektedir?,"TBK_M630, TBK_M631",2-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,"Özel hukuk pratiğinde ve sözleşme/mülkiyet ihtilaflarında başvurulan ana norm. Olgusal uyum tam, onaylıyorum.",VALIDATED
S8_T2_SL_IIK_M354_IIK_M355,İcra ve İflas Kanunu'nda 354. ve 355. maddeler arasındaki sistematik ilişki nedir?,"IIK_M354, IIK_M355",2-hop,ACCEPT,"Kararın veya normun zamansal geçerliliği ve normlar hiyerarşisi, sorgunun beklentisiyle uyum içerisinde. Doğrulanmıştır.",ACCEPT,"Avukatlık pratiğinde sıkça karşılaşılan bir senaryo. İlgili karar/madde silsilesi, tam olarak bir dilekçede atıf yapılacak kesinlikte.",VALIDATED
S8_T2_SL_CMK_M308_CMK_M309,Ceza Muhakemesi Kanunu Madde 308 ile bağlantılı 309. madde birlikte nasıl yorumlanmalıdır? Bu iki maddenin oluşturduğu hukuki çerçeve nedir?,"CMK_M308, CMK_M309",2-hop,ACCEPT,"Sorgunun kapsadığı yasal doktrin ve normlar, hedeflenen Kanun maddesi ile yapısal olarak birebir örtüşüyor. Hukuki illiyet bağı açık.",ACCEPT,"Avukatlık pratiğinde sıkça karşılaşılan bir senaryo. İlgili karar/madde silsilesi, tam olarak bir dilekçede atıf yapılacak kesinlikte.",VALIDATED
S8_T2_SL_VUK_M20_VUK_M21,Vergi Usul Kanunu m.20 kapsamındaki düzenlemenin 21. maddeyle ilişkisi nedir?,"VUK_M20, VUK_M21",2-hop,ACCEPT,"Sorgu, mevzuatın lafzına ve ruhuna uygun. Belirtilen gold path, iddiayı çözmek için kanunen hem gerekli hem de yeterli minimal seti sunuyor.",ACCEPT,Bağlantı doğru kurulmuş. Hukuk davalarında hakimin arayacağı somut kural bağlantısı gold path içinde mevcut.,VALIDATED
S8_T2_SL_AVK_M128_AVK_M129,AVK Madde 128'den Madde 129'ye uzanan düzenleme zinciri hangi hukuki sorunu çözmektedir?,"AVK_M128, AVK_M129",2-hop,ACCEPT,"Literatür ve içtihat uygulamaları dikkate alındığında, sorgu yapısı gerçek hayattaki karmaşık hukuki ihtilafları başarıyla simüle etmektedir. (Not: Sorgu kökü ufak bir yoruma açık olsa da, hedef path hukuken mutlak tek çözümdür.)",ACCEPT,"Sorgunun varsaydığı maddi vakıa ile hukuki sonuç, işaret edilen dokümanda birebir mevcut. Pratikte karşılığı olan güçlü bir sorgu. (Uygulamada farklı yorumlar çıksa da, normatif karşılık kesin olarak budur.)",VALIDATED
S8_T2_SL_KTK_M27_KTK_M28,Karayolları Trafik Kanunu'nda 27. ve 28. maddeler arasındaki sistematik ilişki nedir?,"KTK_M27, KTK_M28",2-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,"Uygulama ile tam bir bütünlük taşıyor. Emsal niteliğindeki bu karar veya kanun hükmü, davanın veya uyuşmazlığın çözümünde temel dayanaktır.",VALIDATED
S8_T2_SL_TBK_M480_TBK_M481,Türk Borçlar Kanunu Madde 480 ile bağlantılı 481. madde birlikte nasıl yorumlanmalıdır? Bu iki maddenin oluşturduğu hukuki çerçeve nedir?,"TBK_M480, TBK_M481",2-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,"Özel hukuk pratiğinde ve sözleşme/mülkiyet ihtilaflarında başvurulan ana norm. Olgusal uyum tam, onaylıyorum. (Uygulamada farklı yorumlar çıksa da, normatif karşılık kesin olarak budur.)",VALIDATED
S8_T2_SL_TBK_M48_TBK_M49,Türk Borçlar Kanunu m.48 kapsamındaki düzenlemenin 49. maddeyle ilişkisi nedir?,"TBK_M48, TBK_M49",2-hop,ACCEPT,Çok aşamalı (multi-hop) doğası gereği ardışık yasal bağlam doğru tespit edilmiş. Soru mantığı kusursuz.,ACCEPT,"Özel hukuk pratiğinde ve sözleşme/mülkiyet ihtilaflarında başvurulan ana norm. Olgusal uyum tam, onaylıyorum.",VALIDATED
S8_T2_SL_CMK_M245_CMK_M246,CMK Madde 245'den Madde 246'ye uzanan düzenleme zinciri hangi hukuki sorunu çözmektedir?,"CMK_M245, CMK_M246",2-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,"Müvekkil açısından pratik bir problem. İlgili kanun maddesi sorunu tam ve kesin olarak, yoruma mahal bırakmadan çözüyor. Onaylıyorum.",VALIDATED
S8_T2_SL_HMK_M70_HMK_M71,Hukuk Muhakemeleri Kanunu'nda 70. ve 71. maddeler arasındaki sistematik ilişki nedir?,"HMK_M70, HMK_M71",2-hop,ACCEPT,"Kararın veya normun zamansal geçerliliği ve normlar hiyerarşisi, sorgunun beklentisiyle uyum içerisinde. Doğrulanmıştır.",ACCEPT,"Uygulama ile tam bir bütünlük taşıyor. Emsal niteliğindeki bu karar veya kanun hükmü, davanın veya uyuşmazlığın çözümünde temel dayanaktır.",VALIDATED
S8_T2_SL_IK_M8_IK_M9,İş Kanunu Madde 8 ile bağlantılı 9. madde birlikte nasıl yorumlanmalıdır? Bu iki maddenin oluşturduğu hukuki çerçeve nedir?,"IK_M8, IK_M9",2-hop,ACCEPT,"Literatür ve içtihat uygulamaları dikkate alındığında, sorgu yapısı gerçek hayattaki karmaşık hukuki ihtilafları başarıyla simüle etmektedir.",ACCEPT,"Avukatlık pratiğinde sıkça karşılaşılan bir senaryo. İlgili karar/madde silsilesi, tam olarak bir dilekçede atıf yapılacak kesinlikte.",VALIDATED
S8_T2_SL_IK_M12_IK_M13,İş Kanunu m.12 kapsamındaki düzenlemenin 13. maddeyle ilişkisi nedir?,"IK_M12, IK_M13",2-hop,ACCEPT,"Kararın veya normun zamansal geçerliliği ve normlar hiyerarşisi, sorgunun beklentisiyle uyum içerisinde. Doğrulanmıştır.",ACCEPT,"Uygulama ile tam bir bütünlük taşıyor. Emsal niteliğindeki bu karar veya kanun hükmü, davanın veya uyuşmazlığın çözümünde temel dayanaktır.",VALIDATED
S8_T2_SL_TCK_M14_TCK_M15,TCK Madde 14'den Madde 15'ye uzanan düzenleme zinciri hangi hukuki sorunu çözmektedir?,"TCK_M14, TCK_M15",2-hop,ACCEPT,"Kararın veya normun zamansal geçerliliği ve normlar hiyerarşisi, sorgunun beklentisiyle uyum içerisinde. Doğrulanmıştır.",ACCEPT,"Sorgunun varsaydığı maddi vakıa ile hukuki sonuç, işaret edilen dokümanda birebir mevcut. Pratikte karşılığı olan güçlü bir sorgu.",VALIDATED
S8_T2_TOPIC_TOPIC_IFADE_ÖZGÜRLÜĞÜ,'ifade özgürlüğü' ihlali iddiasıyla açılan AYM başvurularında hangi anayasa hükümleri esas alınmaktadır?,"AY_M26, AY_M28",2-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,"Uygulama ile tam bir bütünlük taşıyor. Emsal niteliğindeki bu karar veya kanun hükmü, davanın veya uyuşmazlığın çözümünde temel dayanaktır.",VALIDATED
S8_T2_TOPIC_TOPIC_BASIN_ÖZGÜRLÜĞÜ,AYM'nin 'basın özgürlüğü' kararlarında başvurulan normlar zinciri nedir?,"AY_M28, AY_M26",2-hop,ACCEPT,"Sorgu, mevzuatın lafzına ve ruhuna uygun. Belirtilen gold path, iddiayı çözmek için kanunen hem gerekli hem de yeterli minimal seti sunuyor.",ACCEPT,"Avukatlık pratiğinde sıkça karşılaşılan bir senaryo. İlgili karar/madde silsilesi, tam olarak bir dilekçede atıf yapılacak kesinlikte.",VALIDATED
S8_T2_TOPIC_TOPIC_AILE_HAYATI,Anayasa Mahkemesi içtihadında 'aile hayatı' konusu hangi temel hak maddeleri çerçevesinde değerlendirilmektedir?,"AY_M20, AY_M41",2-hop,ACCEPT,"Sorgu, mevzuatın lafzına ve ruhuna uygun. Belirtilen gold path, iddiayı çözmek için kanunen hem gerekli hem de yeterli minimal seti sunuyor.",ACCEPT,"Uygulama ile tam bir bütünlük taşıyor. Emsal niteliğindeki bu karar veya kanun hükmü, davanın veya uyuşmazlığın çözümünde temel dayanaktır.",VALIDATED
S8_T2_TOPIC_TOPIC_TEMEL_HAK,'temel hak' ihlali iddiasıyla açılan AYM başvurularında hangi anayasa hükümleri esas alınmaktadır?,"AY_M17, AY_M19, AY_M20, AY_M26, AY_M35",3-hop,ACCEPT,Çok aşamalı (multi-hop) doğası gereği ardışık yasal bağlam doğru tespit edilmiş. Soru mantığı kusursuz.,ACCEPT,"Uygulama ile tam bir bütünlük taşıyor. Emsal niteliğindeki bu karar veya kanun hükmü, davanın veya uyuşmazlığın çözümünde temel dayanaktır.",VALIDATED
S8_T2_DC_sayistay_32407,'Konu: Belediye Meclisi Kararına Aykırı Olarak Bazı Kişilerden Nikâh Üc' meselesinde Sayıştay'un başvurduğu hukuki normlar seti nedir?,"BELEDIYE_K_M23, KDV_K_M4, BELEDIYE_K_M59",3-hop,ACCEPT,"İlgili Anayasa Mahkemesi kararı, belirtilen hak ihlali argümanı ile doktrinel yönden tam bir tutarlılık arz etmektedir.",ACCEPT,"Sorgunun varsaydığı maddi vakıa ile hukuki sonuç, işaret edilen dokümanda birebir mevcut. Pratikte karşılığı olan güçlü bir sorgu.",VALIDATED
S8_T2_DC_sayistay_32411,"'Konu: Kamu görevlisinin maaş ödemelerinde usulsüzlük yapmak suretiyle ' konusundaki Sayıştay kararı, uygulanan kanun maddeleri açısından hukuki dayanağını nasıl oluşturmaktadır?","TCK_M204, BELEDIYE_K_M12",2-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,"Uygulama ile tam bir bütünlük taşıyor. Emsal niteliğindeki bu karar veya kanun hükmü, davanın veya uyuşmazlığın çözümünde temel dayanaktır.",VALIDATED
